REPORTE DE IA — FASE 8
report_id,d1288b8a-6e8a-4b73-9200-a60a3ce2d062
generated_at,2026-06-07T22:30:37.877446+00:00
model,KNN-classification v1.0.0

RESUMEN
total_predictions,successful,failed,avg_confidence
3000,3000,0,0.7823

PREDICCIONES
id,prediction,confidence_score,status,latency_ms
324,0,0.8622,success,0.0
325,1,0.5716,success,0.0
326,0,0.7171,success,0.0
327,1,0.5629,success,0.0
328,0,0.5456,success,0.0
329,0,0.8558,success,0.0
330,0,0.7651,success,0.0
331,0,0.8542,success,0.0
332,0,0.7937,success,0.0
333,0,1.0,success,0.0
334,0,0.7253,success,0.0
335,0,0.8619,success,0.0
336,0,0.8781,success,0.0
337,0,1.0,success,0.0
338,0,0.5634,success,0.0
339,0,0.7145,success,0.0
340,0,0.6752,success,0.0
341,1,0.577,success,0.0
342,0,1.0,success,0.0
343,0,0.5742,success,0.0
344,0,0.8666,success,0.0
345,0,1.0,success,0.0
346,0,0.7143,success,0.0
347,1,1.0,success,0.0
348,0,0.8606,success,0.0
349,0,0.6969,success,0.0
350,0,0.8662,success,0.0
351,0,0.6802,success,0.0
352,0,0.8292,success,0.0
353,0,1.0,success,0.0
354,0,0.8649,success,0.0
355,0,0.8348,success,0.0
356,0,1.0,success,0.0
357,0,0.89,success,0.0
358,0,1.0,success,0.0
359,1,0.5025,success,0.0
360,0,0.8246,success,0.0
361,1,0.515,success,0.0
362,0,1.0,success,0.0
363,0,0.7274,success,0.0
364,0,0.8919,success,0.0
365,0,0.7257,success,0.0
366,1,0.5892,success,0.0
367,0,0.7145,success,0.0
368,0,0.6789,success,0.0
369,0,0.7978,success,0.0
370,0,0.7387,success,0.0
371,0,1.0,success,0.0
372,0,0.7166,success,0.0
373,0,0.8704,success,0.0
374,1,0.7487,success,0.0
375,0,0.8489,success,0.0
376,0,0.8922,success,0.0
377,0,0.7159,success,0.0
378,0,0.8357,success,0.0
379,0,0.7042,success,0.0
380,0,0.7303,success,0.0
381,0,0.7257,success,0.0
382,0,0.7068,success,0.0
383,0,0.7025,success,0.0
384,0,1.0,success,0.0
385,0,0.7366,success,0.0
386,0,0.7257,success,0.0
387,0,0.6915,success,0.0
388,0,0.6872,success,0.0
389,0,1.0,success,0.0
390,0,0.8455,success,0.0
391,0,0.7555,success,0.0
392,0,0.8309,success,0.0
393,0,0.8604,success,0.0
394,0,0.8437,success,0.0
395,1,0.5729,success,0.0
396,0,0.8552,success,0.0
397,0,0.822,success,0.0
398,0,0.7052,success,0.0
399,0,1.0,success,0.0
400,0,0.5579,success,0.0
401,1,0.8586,success,0.0
402,0,0.8524,success,0.0
403,0,0.7024,success,0.0
404,0,0.7256,success,0.0
405,0,1.0,success,0.0
406,0,0.8556,success,0.0
407,0,0.6814,success,0.0
408,1,0.7376,success,0.0
409,0,0.865,success,0.0
410,0,1.0,success,0.0
411,0,1.0,success,0.0
412,0,0.5707,success,0.0
413,1,0.5724,success,0.0
414,0,0.7768,success,0.0
415,1,0.5774,success,0.0
416,0,0.6952,success,0.0
417,0,0.9013,success,0.0
418,1,0.5725,success,0.0
419,0,0.544,success,0.0
420,0,0.5588,success,0.0
421,0,1.0,success,0.0
422,0,0.7282,success,0.0
423,0,1.0,success,0.0
424,0,1.0,success,0.0
425,0,0.8476,success,0.0
426,1,0.5798,success,0.0
427,0,0.7212,success,0.0
428,0,0.8668,success,0.0
429,0,0.8646,success,0.0
430,0,0.6554,success,0.0
431,0,1.0,success,0.0
432,0,0.898,success,0.0
433,1,0.5044,success,0.0
434,0,0.6912,success,0.0
435,0,0.6755,success,0.0
436,0,0.8706,success,0.0
437,0,0.7355,success,0.0
438,0,1.0,success,0.0
439,0,0.8676,success,0.0
440,0,0.87,success,0.0
441,0,0.8703,success,0.0
442,0,0.852,success,0.0
443,0,0.5793,success,0.0
444,0,0.8462,success,0.0
445,0,0.7177,success,0.0
446,0,0.8738,success,0.0
447,0,1.0,success,0.0
448,0,0.8725,success,0.0
449,0,0.7312,success,0.0
450,0,1.0,success,0.0
451,0,0.7187,success,0.0
452,0,0.8611,success,0.0
453,0,0.8473,success,0.0
454,1,0.6413,success,0.0
455,0,1.0,success,0.0
456,0,1.0,success,0.0
457,1,0.6887,success,0.0
458,0,1.0,success,0.0
459,0,0.715,success,0.0
460,0,0.7063,success,0.0
461,0,1.0,success,0.0
462,0,0.5704,success,0.0
463,1,0.8611,success,0.0
464,0,1.0,success,0.0
465,0,1.0,success,0.0
466,0,0.868,success,0.0
467,0,0.739,success,0.0
468,0,0.871,success,0.0
469,0,0.8628,success,0.0
470,1,0.515,success,0.0
471,0,0.7084,success,0.0
472,0,0.7034,success,0.0
473,0,0.5881,success,0.0
474,0,0.8673,success,0.0
475,0,0.8661,success,0.0
476,0,0.5523,success,0.0
477,0,1.0,success,0.0
478,0,0.8681,success,0.0
479,0,0.8874,success,0.0
480,0,1.0,success,0.0
481,0,1.0,success,0.0
482,0,0.8719,success,0.0
483,0,0.5725,success,0.0
484,0,0.718,success,0.0
485,0,0.7027,success,0.0
486,0,0.8668,success,0.0
487,0,1.0,success,0.0
488,0,0.5568,success,0.0
489,0,0.7236,success,0.0
490,0,0.8779,success,0.0
491,0,0.7167,success,0.0
492,1,0.5822,success,0.0
493,0,0.8719,success,0.0
494,0,0.5295,success,0.0
495,0,0.7054,success,0.0
496,0,0.8574,success,0.0
497,0,1.0,success,0.0
498,0,0.7144,success,0.0
499,0,0.8791,success,0.0
500,0,0.8545,success,0.0
501,1,0.5126,success,0.0
502,0,0.5826,success,0.0
503,0,0.8158,success,0.0
504,0,0.8725,success,0.0
505,0,0.7267,success,0.0
506,0,0.7082,success,0.0
507,0,0.8635,success,0.0
508,0,0.8632,success,0.0
509,0,0.7225,success,0.0
510,0,0.826,success,0.0
511,0,0.7201,success,0.0
512,0,0.7062,success,0.0
513,0,1.0,success,0.0
514,0,1.0,success,0.0
515,0,0.7029,success,0.0
516,0,0.8807,success,0.0
517,0,0.6893,success,0.0
518,0,0.5741,success,0.0
519,0,1.0,success,0.0
520,0,0.6903,success,0.0
521,0,0.6965,success,0.0
522,0,0.8956,success,0.0
523,0,0.5608,success,0.0
524,0,0.8648,success,0.0
525,0,0.7082,success,0.0
526,0,0.7268,success,0.0
527,0,0.5718,success,0.0
528,0,0.6342,success,0.0
529,1,0.5526,success,0.0
530,0,0.5615,success,0.0
531,0,1.0,success,0.0
532,0,1.0,success,0.0
533,0,1.0,success,0.0
534,0,0.8327,success,0.0
535,0,0.7241,success,0.0
536,0,0.7307,success,0.0
537,0,0.7838,success,0.0
538,0,1.0,success,0.0
539,0,0.5852,success,0.0
540,0,0.6894,success,0.0
541,0,0.731,success,0.0
542,0,0.8568,success,0.0
543,0,1.0,success,0.0
544,0,0.6762,success,0.0
545,0,0.7197,success,0.0
546,0,0.7177,success,0.0
547,0,0.7687,success,0.0
548,0,0.7092,success,0.0
549,0,0.8548,success,0.0
550,0,1.0,success,0.0
551,0,0.8732,success,0.0
552,0,0.5768,success,0.0
553,1,0.5664,success,0.0
554,0,1.0,success,0.0
555,0,0.9004,success,0.0
556,0,0.7284,success,0.0
557,0,1.0,success,0.0
558,0,0.5693,success,0.0
559,0,0.8653,success,0.0
560,0,0.8705,success,0.0
561,0,0.7279,success,0.0
562,0,1.0,success,0.0
563,0,0.8468,success,0.0
564,0,0.7243,success,0.0
565,0,0.7424,success,0.0
566,0,1.0,success,0.0
567,0,0.864,success,0.0
568,0,0.5718,success,0.0
569,0,0.8385,success,0.0
570,0,0.7352,success,0.0
571,1,0.5797,success,0.0
572,0,0.5735,success,0.0
573,0,0.5771,success,0.0
574,0,0.6015,success,0.0
575,0,0.7402,success,0.0
576,0,0.5924,success,0.0
577,0,0.557,success,0.0
578,0,0.8532,success,0.0
579,1,0.8616,success,0.0
580,0,0.8647,success,0.0
581,0,0.9084,success,0.0
582,0,0.8613,success,0.0
583,0,0.7359,success,0.0
584,0,0.8526,success,0.0
585,0,0.827,success,0.0
586,0,1.0,success,0.0
587,1,0.5462,success,0.0
588,0,0.8614,success,0.0
589,1,0.6104,success,0.0
590,0,1.0,success,0.0
591,0,0.5859,success,0.0
592,0,0.8635,success,0.0
593,0,0.5569,success,0.0
594,1,0.7046,success,0.0
595,0,1.0,success,0.0
596,0,0.8619,success,0.0
597,0,0.7373,success,0.0
598,0,0.6588,success,0.0
599,1,0.5709,success,0.0
600,1,0.5923,success,0.0
601,0,0.8646,success,0.0
602,0,0.7252,success,0.0
603,0,1.0,success,0.0
604,0,0.8027,success,0.0
605,0,0.5654,success,0.0
606,0,0.8573,success,0.0
607,0,1.0,success,0.0
608,0,0.7075,success,0.0
609,0,0.6251,success,0.0
610,0,0.7217,success,0.0
611,0,1.0,success,0.0
612,0,0.744,success,0.0
613,1,0.5401,success,0.0
614,1,0.601,success,0.0
615,0,0.5755,success,0.0
616,0,1.0,success,0.0
617,1,0.5555,success,0.0
618,0,0.7186,success,0.0
619,0,0.8631,success,0.0
620,0,0.8458,success,0.0
621,0,1.0,success,0.0
622,0,0.7927,success,0.0
623,0,1.0,success,0.0
624,0,0.6057,success,0.0
625,0,0.8462,success,0.0
626,0,0.534,success,0.0
627,1,0.5722,success,0.0
628,0,0.5903,success,0.0
629,0,0.7413,success,0.0
630,1,0.7886,success,0.0
631,0,0.8651,success,0.0
632,0,0.7374,success,0.0
633,0,0.8975,success,0.0
634,0,0.8345,success,0.0
635,0,1.0,success,0.0
636,0,0.8558,success,0.0
637,0,0.861,success,0.0
638,0,0.5555,success,0.0
639,0,0.6636,success,0.0
640,0,1.0,success,0.0
641,0,0.7385,success,0.0
642,0,0.7537,success,0.0
643,0,0.7231,success,0.0
644,0,0.723,success,0.0
645,1,0.5749,success,0.0
646,0,0.7192,success,0.0
647,0,0.5891,success,0.0
648,0,0.8452,success,0.0
649,0,0.5651,success,0.0
650,0,1.0,success,0.0
651,0,0.86,success,0.0
652,0,0.7161,success,0.0
653,0,0.6976,success,0.0
654,0,0.6736,success,0.0
655,0,0.8644,success,0.0
656,0,0.7321,success,0.0
657,0,0.7137,success,0.0
658,0,1.0,success,0.0
659,0,1.0,success,0.0
660,0,0.7165,success,0.0
661,0,0.5634,success,0.0
662,0,0.8697,success,0.0
663,0,0.5321,success,0.0
664,0,0.5755,success,0.0
665,0,0.5694,success,0.0
666,0,0.8412,success,0.0
667,0,0.8652,success,0.0
668,0,0.724,success,0.0
669,1,0.7275,success,0.0
670,1,0.6945,success,0.0
671,1,0.6013,success,0.0
672,0,0.7276,success,0.0
673,0,0.7213,success,0.0
674,0,0.8602,success,0.0
675,1,0.5398,success,0.0
676,0,1.0,success,0.0
677,0,0.8262,success,0.0
678,0,0.7242,success,0.0
679,0,0.8568,success,0.0
680,0,0.868,success,0.0
681,0,0.5777,success,0.0
682,0,1.0,success,0.0
683,0,0.5824,success,0.0
684,0,0.5741,success,0.0
685,0,0.8527,success,0.0
686,0,1.0,success,0.0
687,0,0.8632,success,0.0
688,0,0.8696,success,0.0
689,0,1.0,success,0.0
690,0,0.8594,success,0.0
691,0,1.0,success,0.0
692,0,0.8706,success,0.0
693,0,1.0,success,0.0
694,0,0.8155,success,0.0
695,0,1.0,success,0.0
696,0,1.0,success,0.0
697,0,0.7142,success,0.0
698,0,0.6872,success,0.0
699,0,0.5616,success,0.0
700,1,0.8584,success,0.0
701,1,0.6366,success,0.0
702,0,0.7315,success,0.0
703,0,1.0,success,0.0
704,0,0.9019,success,0.0
705,0,0.8573,success,0.0
706,0,1.0,success,0.0
707,0,0.8703,success,0.0
708,0,0.7141,success,0.0
709,0,0.7215,success,0.0
710,0,0.5566,success,0.0
711,0,1.0,success,0.0
712,0,1.0,success,0.0
713,0,1.0,success,0.0
714,0,0.8666,success,0.0
715,0,0.8705,success,0.0
716,0,0.7318,success,0.0
717,0,0.7223,success,0.0
718,0,0.559,success,0.0
719,0,0.8713,success,0.0
720,1,0.5758,success,0.0
721,0,0.8722,success,0.0
722,0,0.7279,success,0.0
723,0,1.0,success,0.0
724,0,1.0,success,0.0
725,0,0.721,success,0.0
726,0,0.8721,success,0.0
727,0,1.0,success,0.0
728,0,0.5948,success,0.0
729,0,0.5627,success,0.0
730,0,0.859,success,0.0
731,0,1.0,success,0.0
732,0,0.585,success,0.0
733,0,0.8435,success,0.0
734,0,0.8562,success,0.0
735,0,0.8695,success,0.0
736,0,0.5645,success,0.0
737,0,0.8585,success,0.0
738,0,0.7221,success,0.0
739,1,0.5984,success,0.0
740,0,0.8697,success,0.0
741,0,0.8551,success,0.0
742,1,0.5923,success,0.0
743,0,0.5734,success,0.0
744,0,0.5556,success,0.0
745,1,0.5349,success,0.0
746,0,0.7222,success,0.0
747,0,0.8668,success,0.0
748,0,0.8675,success,0.0
749,0,0.7211,success,0.0
750,0,0.7116,success,0.0
751,1,0.5921,success,0.0
752,1,0.7296,success,0.0
753,0,0.8304,success,0.0
754,1,0.6976,success,0.0
755,0,0.8747,success,0.0
756,1,0.592,success,0.0
757,1,0.5115,success,0.0
758,0,0.7274,success,0.0
759,0,0.8145,success,0.0
760,0,0.5918,success,0.0
761,0,0.873,success,0.0
762,1,0.8958,success,0.0
763,0,0.7087,success,0.0
764,0,1.0,success,0.0
765,0,1.0,success,0.0
766,0,0.8999,success,0.0
767,0,1.0,success,0.0
768,1,0.5448,success,0.0
769,0,0.5324,success,0.0
770,0,0.9019,success,0.0
771,0,0.7221,success,0.0
772,0,1.0,success,0.0
773,0,0.8472,success,0.0
774,0,0.7105,success,0.0
775,1,0.5728,success,0.0
776,1,0.6699,success,0.0
777,0,0.8524,success,0.0
778,0,0.8874,success,0.0
779,0,0.9139,success,0.0
780,0,1.0,success,0.0
781,0,0.8706,success,0.0
782,0,1.0,success,0.0
783,0,0.8593,success,0.0
784,0,0.8621,success,0.0
785,1,0.7176,success,0.0
786,0,0.8661,success,0.0
787,1,0.5486,success,0.0
788,0,0.8341,success,0.0
789,0,0.8898,success,0.0
790,0,0.868,success,0.0
791,1,0.7453,success,0.0
792,0,0.6742,success,0.0
793,0,0.7201,success,0.0
794,0,0.893,success,0.0
795,0,0.7383,success,0.0
796,0,0.8651,success,0.0
797,0,0.8645,success,0.0
798,0,0.5903,success,0.0
799,0,0.8716,success,0.0
800,0,1.0,success,0.0
801,0,0.8651,success,0.0
802,1,0.5912,success,0.0
803,0,0.7243,success,0.0
804,0,1.0,success,0.0
805,0,1.0,success,0.0
806,0,0.8379,success,0.0
807,0,0.7101,success,0.0
808,0,1.0,success,0.0
809,0,0.7213,success,0.0
810,1,0.6793,success,0.0
811,0,0.6863,success,0.0
812,0,1.0,success,0.0
813,0,0.5786,success,0.0
814,0,0.7301,success,0.0
815,0,0.8613,success,0.0
816,0,0.5738,success,0.0
817,0,0.7375,success,0.0
818,0,1.0,success,0.0
819,0,0.5696,success,0.0
820,0,0.8621,success,0.0
821,0,0.8687,success,0.0
822,0,0.7292,success,0.0
823,0,1.0,success,0.0
824,1,0.5709,success,0.0
825,0,0.706,success,0.0
826,0,0.5721,success,0.0
827,0,0.9043,success,0.0
828,0,0.8506,success,0.0
829,0,0.8529,success,0.0
830,0,0.7841,success,0.0
831,0,0.8592,success,0.0
832,0,0.5896,success,0.0
833,1,0.6045,success,0.0
834,0,0.8762,success,0.0
835,0,0.8802,success,0.0
836,1,0.7348,success,0.0
837,0,0.7087,success,0.0
838,0,0.8688,success,0.0
839,0,0.8579,success,0.0
840,0,0.8584,success,0.0
841,0,1.0,success,0.0
842,0,1.0,success,0.0
843,0,0.878,success,0.0
844,0,0.5359,success,0.0
845,0,1.0,success,0.0
846,0,1.0,success,0.0
847,0,0.7365,success,0.0
848,0,1.0,success,0.0
849,0,0.8575,success,0.0
850,0,0.9044,success,0.0
851,0,0.745,success,0.0
852,0,1.0,success,0.0
853,0,1.0,success,0.0
854,0,0.8762,success,0.0
855,0,0.7144,success,0.0
856,0,0.7184,success,0.0
857,0,1.0,success,0.0
858,0,0.5484,success,0.0
859,1,0.5529,success,0.0
860,1,0.7162,success,0.0
861,0,0.7876,success,0.0
862,0,0.8714,success,0.0
863,0,0.8415,success,0.0
864,0,0.8335,success,0.0
865,0,0.6856,success,0.0
866,0,0.6202,success,0.0
867,0,0.5902,success,0.0
868,0,1.0,success,0.0
869,0,0.8702,success,0.0
870,0,0.8976,success,0.0
871,0,0.5792,success,0.0
872,0,0.6656,success,0.0
873,1,0.7043,success,0.0
874,0,0.8635,success,0.0
875,0,0.5763,success,0.0
876,0,1.0,success,0.0
877,0,0.8895,success,0.0
878,0,0.7267,success,0.0
879,0,1.0,success,0.0
880,0,0.7015,success,0.0
881,0,0.5757,success,0.0
882,0,0.8461,success,0.0
883,0,0.8367,success,0.0
884,0,0.5889,success,0.0
885,0,0.7024,success,0.0
886,1,0.5942,success,0.0
887,1,0.5626,success,0.0
888,0,0.8737,success,0.0
889,0,0.8611,success,0.0
890,0,0.7573,success,0.0
891,0,0.866,success,0.0
892,0,0.5769,success,0.0
893,1,0.8093,success,0.0
894,0,0.7112,success,0.0
895,1,0.5674,success,0.0
896,1,0.5838,success,0.0
897,0,0.7303,success,0.0
898,0,0.7141,success,0.0
899,0,0.8315,success,0.0
900,0,0.5537,success,0.0
901,0,1.0,success,0.0
902,0,0.5507,success,0.0
903,1,0.6126,success,0.0
904,0,1.0,success,0.0
905,0,0.8653,success,0.0
906,0,1.0,success,0.0
907,0,0.8651,success,0.0
908,0,0.872,success,0.0
909,0,0.581,success,0.0
910,0,1.0,success,0.0
911,0,0.551,success,0.0
912,0,0.7264,success,0.0
913,0,0.7201,success,0.0
914,0,0.7206,success,0.0
915,0,0.7326,success,0.0
916,0,0.5741,success,0.0
917,0,0.8619,success,0.0
918,0,1.0,success,0.0
919,0,0.5817,success,0.0
920,1,0.7129,success,0.0
921,0,0.87,success,0.0
922,1,0.5431,success,0.0
923,0,0.8544,success,0.0
924,0,0.8989,success,0.0
925,0,0.7105,success,0.0
926,0,0.8643,success,0.0
